,English,Tamil
1590,Chennai Rain: Snowless road.. cold weather.. Sudden rain in Chennai today..!," மோடி ஒன்னு சொல்றார்.. மத்திய அரசு வேறொன்று சொல்கிறது.. அலங்கார ஊர்தி விஷயத்தில் ""அம்பலமான அரசியல்!"""
1591,Disgrace to entire Tamil Nadu... Kanimozhi condemns rejection of Republic Day decorated vehicles,"Exclusive: எடப்பாடி பழனிசாமி எடுத்த கடைசி அஸ்திரம்.. யார் அந்த ""வி.வி.ஐ.பி"".. கதிகலங்கும் தைலாபுரம்"
1592,"Exclusive: The last astra taken by Edappadi Palaniswami.. Who is the ""VVIP"".. Kathikalangum Thailapuram", Tamilnadu lockdown: பொங்கல் முடிஞ்சாச்சு.. சொந்த ஊர் போனவங்க சென்னை திரும்பியாச்சு.. அடுத்தது என்ன?
1593,Chief Minister Stalin published new books in the Central Institute of Classical Tamil Studies!,தமிழகத்தில் 31-ம் தேதிக்கு பிறகு பள்ளிகள் திறக்கப்படுமா?.. அமைச்சர் அன்பில் மகேஷ் முக்கிய அறிவிப்பு 
1594,Important alert for Chennai.. 'The spread of Corona may increase due to them'.. Interviewed by Minister M. Su,Chennai Rain: பனியில்லாத மார்கழி.. குளிரில்லாத தை.. திடீரென சென்னையில் இன்று பெய்த மழை..! 
1595,Beat me.. Leave a sinless life.. Poet Lotus Facebook Post!, ஒட்டுமொத்த தமிழகத்திற்கும் அவமானம்... குடியரசு தின அலங்கார ஊர்தி நிராகரிப்புக்கு கனிமொழி கண்டனம் 
1596,Tamilnadu lockdown: Pongal is over.. Those who went to their hometowns are back in Chennai.. What's next?,செம்மொழித் தமிழாய்வு மத்திய நிறுவனத்தில் புதிய நூல்களை வெளியிட்டார் முதல்வர் ஸ்டாலின்! 
1597,"Modi says one thing.. The central government says another.. In the case of decorative vehicles, ""exposed politics!""",தொழில்முதலீடுக்கு நாட்டிலேயே தமிழ்நாடுதான் பெஸ்ட்! ஏப்ரல்-டிசம்பர் வரை அதிக முதலீடுகளை ஈர்த்து சாதனை
1598,Tamil Nadu is the best in the country for industrial investment! A record of attracting more investments from April-December,என்னை அடியுங்கள்.. பாவம் வாயில்லா ஜீவனை விட்டுவிடுங்கள்.. கவிஞர் தாமரை பேஸ்புக் போஸ்ட்! 
1599,Nach account that has been put in a heavy weight.. BJP has taken a different route.. What is Pon. Radha saying like this.. Will it be a problem?,எடப்பாடி போட்ட நச் கணக்கு.. வேற ரூட்டை எடுத்த பாஜக.. பொன்.ராதா என்ன இப்படி சொல்கிறார்.. சிக்கலாகுமா?
1600,"Tamil Nadu's rejection of ornamental vehicle is disappointing, painful: Chief Minister Stalin's letter to PM Modi", ஒற்றை அறிவிப்பு! தமிழகமே முதல்வரை வரவேற்கிறது.. திடீரென பாராட்டி தள்ளிய ஆர்பி உதயகுமார்-என்ன காரணம்
1601,Is the lockdown easing soon? Sema change in Tamil Nadu after 20 days.. Good news,தமிழர்களின் வேலைவாய்ப்பை பறிப்பதா?.. இது நியாயமல்ல.. மத்திய அரசுக்கு எதிராக பொங்கிய அன்புமணி! 
1602,"Annamalai, which was destroyed during the Pongal festival.. A warning to the Coimbatore Corporation!",கோவில் கோபுரம்! கடவுள் சிலை! இதற்குமுன் அனுமதிக்கப்பட்ட தமிழ்நாடு அலங்கார ஊர்திகள் என்னென்ன தெரியுமா 
1603,No person can be forced to get vaccinated. Central Govt in Supreme Court,பஸ்சில் பயணம் செய்ய 2 டோஸ் தடுப்பூசி கட்டாயம்.. அறிவிக்குமா தமிழக அரசு? 
1604,Eelam Tamil problem- India intervention again? Tamil party leaders- Gotabaya talks?,அப்போ சீக்கிரமே லாக்டவுன் தளர்வுகளா? 20 நாட்களுக்கு பின் தமிழ்நாட்டில் செம மாற்றம்.. குட்நியூஸ் 
1605,Jalra-fisherman problem for China and 'Douglas' species giving headache to India!," தமிழக அலங்கார ஊர்தியை நிராகரித்தது ஏமாற்றம், வேதனை: பிரதமர் மோடிக்கு, முதல்வர் ஸ்டாலின் கடிதம்"
